id,seenAt,src,mac,rssi,adv_hex,manufacturer_hex,lacisId,productType,productCode
170645,2025-12-15T03:02:44.121010Z,ble,4FEA303A8105,-67,,"{76: b'\x10\x05 \x989\xc7\x99'}",30034FEA303A81050096,003,0096
170646,2025-12-15T03:02:44.127062Z,ble,6C466A357D2C,-86,,"{76: b'\x10\x052\x1c\xdb3='}",30036C466A357D2C0096,003,0096
170647,2025-12-15T03:02:44.158580Z,ble,7C355E6EB16D,-52,,"{76: b'\x16\x08\x00\xa7\xed\x17\x05\x94Z\xa8'}",30037C355E6EB16D0096,003,0096
170648,2025-12-15T03:02:44.172118Z,ble,D6A45FE4B760,-52,,"{76: b'\x12\x02\x00\x00'}",3003D6A45FE4B7600096,003,0096
170649,2025-12-15T03:02:44.414649Z,ble,FD24A5E89866,-55,,"{76: b'\x12\x02\x10\x00'}",3003FD24A5E898660096,003,0096
170650,2025-12-15T03:02:44.559824Z,ble,30A9984ED1EC,-86,"{'0000fdee-0000-1000-8000-00805f9b34fb': b'\x00\x10\x00\x01\xdch\x00\x00\x00\x00\x02ZAAF\x03\x05'}",,300330A9984ED1EC0096,003,0096
170651,2025-12-15T03:02:45.849330Z,ble,6CC8408C67C2,-68,,"{21321: b'\x01\x01\x0f\x00\x00\x01\x00\x00\x06\xaf\x00\x00\x00>\x05\xaa\x15d'}",30036CC8408C67C20096,003,0096
170652,2025-12-15T03:02:45.849833Z,ble,5D2F38EC3326,-62,,"{76: b'\x10\x076\x1f\xaf\xd0\x80dx'}",30035D2F38EC33260096,003,0096
170653,2025-12-15T03:02:45.964001Z,ble,EC2385626FEA,-65,,"{76: b'\x12\x02\x00\x01'}",3003EC2385626FEA0096,003,0096
170654,2025-12-15T03:02:46.119690Z,ble,5D2F38EC3326,-71,,"{76: b'\x10\x076\x1f\xaf\xd0\x80dx'}",30035D2F38EC33260096,003,0096
170655,2025-12-15T03:02:46.130845Z,ble,EBC782DAB90F,-51,,"{76: b'\x12\x02\x00\x01'}",3003EBC782DAB90F0096,003,0096
170656,2025-12-15T03:02:46.191076Z,ble,E8589F49AA31,-83,,"{76: b'\x12\x02\x00\x01'}",3003E8589F49AA310096,003,0096
170657,2025-12-15T03:02:46.218611Z,ble,000000000000,-71,,,30030000000000000096,003,0096
170658,2025-12-15T03:02:46.219197Z,ble,7271434738F8,-70,,,30037271434738F80096,003,0096
170659,2025-12-15T03:02:46.305977Z,ble,4FEA303A8105,-65,,"{76: b'\x10\x05 \x989\xc7\x99'}",30034FEA303A81050096,003,0096
170660,2025-12-15T03:02:46.416279Z,ble,5D2F38EC3326,-62,,"{76: b'\x10\x076\x1f\xaf\xd0\x80dx'}",30035D2F38EC33260096,003,0096
170661,2025-12-15T03:02:46.416893Z,ble,FD24A5E89866,-56,,"{76: b'\x12\x02\x10\x00'}",3003FD24A5E898660096,003,0096
